dataset_name,table_name,column_name,table_description,column_description
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,product_code,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Code for product
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,lag_units1,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units1
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,lag_units4,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units4
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,lag_units3,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units3
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,lag_units2,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units2
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,moving_average_4weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 4weeks
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,moving_average_3weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 3weeks
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,moving_average_2weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 2weeks
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,ln_mbp,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln mbp
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,year_trend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Year trend
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inventory_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inventory indicator
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,last_6_month_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Last 6 month indicator
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,outlier_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Outlier indicator
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,lower_outlier_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Lower outlier indicator
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,upper_outlier_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Upper outlier indicator
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,constant_c,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Constant c
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,weeknum,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Weeknum
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_jul_prime_day,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol jul prime day
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_oct_prime_day,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol oct prime day
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_black_friday,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol black friday
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol christmas
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_pre_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol pre christmas
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_post_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol post christmas
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_halloween,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol halloween
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,hol_easter,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol easter
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,tpr,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Tpr
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,ln_spend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln spend
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,weekly_si,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Weekly si
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,intercept,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Intercept
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,score,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Metric score metric
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,new_pred,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",New pred
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,non_tpr_units,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Non tpr units metric
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,tpr_units,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Tpr units metric
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_tpr_per,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc tpr per
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,updated_pred,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Updated pred
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,seasonality_units,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Seasonality units metric
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,weekly_si_avg,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Weekly si average
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,nonseasonal_units,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Nonseasonal units metric
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,nonseasonal_recent_units,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Nonseasonal recent units metric
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,updated_pred_season,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Updated pred season
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_oct_prime_day,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol oct prime day
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,updated_pred_hol,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Updated pred hol
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_jul_prime_day,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol jul prime day
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_black_friday,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol black friday
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_pre_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol pre christmas
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol christmas
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_post_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol post christmas
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_halloween,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol halloween
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,inc_hol_perhol_easter,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Inc hol perhol easter
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,end_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",End date
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,week_start_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Week start date
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,period,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Reporting period
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,report_run_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Report run date
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,region,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Geographic region
CC_I2O_DATA_MART,viz_fcst_ols_idv_scored_data,marketplace,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols idv scored highlighted by fields such as code for product, geographic region, sales marketplace.""",Sales marketplace
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,period,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Reporting period
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,product_code,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Code for product
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,org_type,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Organization type
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,ordered_revenue_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Ordered revenue sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,weekly_si,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Weekly si
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,tpr,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Tpr
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,median_base_price,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Median base amount metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,spend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Spend
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,inventory_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Inventory indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,ln_ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,ln_spend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln spend
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,ln_mbp,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln mbp
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_1ln_ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag 1ln ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_2ln_ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag 2ln ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_3ln_ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag 3ln ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_4ln_ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag 4ln ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_52ln_ordered_units_sales,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag 52ln ordered units sales metric
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,month_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Month indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,year_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Year indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,qtr_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Qtr indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,year_trend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Year trend
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,jan_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Jan indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,feb_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Feb indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,apr_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Apr indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,may_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",May indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,jun_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Jun indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,jul_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Jul indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,aug_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Aug indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,sep_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Sep indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,oct_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Oct indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,nov_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Nov indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,dec_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Dec indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_jul_prime_day,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol jul prime day
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_oct_prime_day,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol oct prime day
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_black_friday,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol black friday
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol christmas
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_pre_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol pre christmas
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_post_christmas,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol post christmas
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_halloween,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol halloween
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,hol_easter,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Hol easter
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_units1,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units1
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_units2,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units2
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_units3,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units3
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lag_units4,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lag units4
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,outlier_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Outlier indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,lower_outlier_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Lower outlier indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,upper_outlier_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Upper outlier indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,moving_average_4weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 4weeks
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,moving_average_3weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 3weeks
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,moving_average_2weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 2weeks
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,last_6_month_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Last 6 month indicator
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,constant_c,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Constant c
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,report_run_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Report run date
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,end_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",End date
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,model_run_required,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Model run required
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,region,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Geographic region
CC_I2O_DATA_MART,viz_fcst_ols_input_model_data,marketplace,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols input model highlighted by fields such as code for product, geographic region, sales marketplace.""",Sales marketplace
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,marketplace,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Sales marketplace
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,region,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Geographic region
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,org_type,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Organization type
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,product_code,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Code for product
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,end_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",End date
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,report_run_date,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Report run date
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,flag_model_run,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Flag model run
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,weekly_si,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Weekly si
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,monthly_si,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Monthly si
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,qtrly_si,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Qtrly si
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,tpr,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Tpr
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,median_base_price,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Median base amount metric
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,ln_mbp,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln mbp
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,spend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Spend
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,ln_spend,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Ln spend
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,inventory_flag,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Inventory indicator
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,moving_average_2weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 2weeks
CC_I2O_DATA_MART,viz_fcst_ols_model_coeff_data,moving_average_3weeks,"""Dashboard-ready mart view covering visualisation metrics focused on fcst ols model coeff highlighted by fields such as code for product, geographic region, sales marketplace.""",Moving average 3weeks
